question,context,answer_start,answer
Ai là cha đẻ của thuyết tương đối?,"Einstein đã đặt tên cho bài báo công bố năm 1905 , khai sinh ra thuyết tương đối hẹp , "" Về điện động lực học của các vật thể chuyển động "" để thể hiện sự trân trọng đối với lý thuyết điện từ Maxwell và ảnh hưởng của nó tới khám phá của ông .",0,Einstein
di chỉ văn hoá óc eo hiện thuộc huyện nào của tỉnh an giang,"- Thị trấn Óc Eo : đơn vị hành chính cấp xã thuộc huyện Thoại Sơn , tỉnh An Giang được thành lập vào năm 2003 , có địa giới hành chính bao quanh núi Ba Thê và di chỉ khảo cổ Óc Eo .",50,huyện Thoại Sơn
Nguyễn Hữu Cảnh là người ở địa phương nào,"Ông sinh năm 1650 tại vùng đất nay là thôn Phước Long, xã Chương Tín, huyện Phong Lộc (nay là xã Vạn Ninh, huyện Quảng Ninh, tỉnh Quảng Bình)[7], là con thứ ba của danh tướng Nguyễn Hữu Dật. Mẹ ông là bà Nguyễn Thị Thiện.",38,"thôn Phước Long, xã Chương Tín, huyện Phong Lộc (nay là xã Vạn Ninh, huyện Quảng Ninh, tỉnh Quảng Bình"
Nhà ga hành khách T2 do ai thiết kế,"Nhà ga hành khách T2 do Nhật Bản thiết kế và thi công , với nguồn vốn xây dựng từ nguồn vốn ODA Nhật Bản , được khánh thành vào đầu năm 2015 . Sân bay có 2 tháp chỉ huy , trong đó có 1 tháp cao 90 mét .",21,do Nhật Bản thiết kế
Ai là người đầu tiên tìm ra Đà Lạt,"Cùng với bác sĩ Alexandre Yersin khám phá ra Đà Lạt, có linh mục Robert thuộc Hội Thừa sai Paris (MEP) vào năm 1893. Đến 1917, linh mục quản lý của MEP tại Viễn Đông là Nicolas Couveur đã đến Đà Lạt với mục đích tìm nơi nghỉ dưỡng cho các giáo sĩ, và ông đã cho xây dựng một dưỡng viện giáo đồ nay là một phần của nhà xứ. Vào cuối tháng 4 năm 1920, Giám mục Quinton (Giám quản Tổng tòa tại Sài Gòn) ban quyết định thành lập Giáo phận Đà Lạt.",9,bác sĩ Alexandre Yersin
Vua của Thục Hán là ai,"Không những vậy , Quan Vũ , em kết nghĩa của Lưu Bị và là dũng tướng của nước Thục , bị bắt và chém đầu . Sau khi Tào Phi truất ngôi Hán Hiến Đế năm 220 , Lưu Bị đã xưng đế và lập nên nước Thục Hán .",45,Lưu Bị
Đất nước nào là quê hương của loại pho mát Parmesan,"Nó được đặt tên theo các vùng sản xuất, trong đó bao gồm các tỉnh Parma, Reggio Emilia, Bologna (chỉ khu vực phía tây của sông Reno), Modena (tất cả trong Emilia-Romagna), và Mantua (ở Lombardia, nhưng chỉ khu vực phía nam của sông Po), Ý. Theo luật pháp Ý, chỉ có pho mát được sản xuất tại các tỉnh này có thể được dán nhãn ""Parmigiano-Reggiano"", và luật pháp châu Âu phân loại tên, cũng như tên dịch ""Parmesan"", là chỉ dẫn địa lý được bảo vệ. Parmigiano là tính từ Ý cho Parma và Reggiano là một tính từ cho Reggio Emilia. Bên ngoài EU, tên ""Parmesan"" có thể được sử dụng hợp pháp cho các loại pho mát tương tự như parmesan, chỉ có tên Ý đầy đủ rõ ràng đề cập đến Parmigiano-Reggiano. Nó đã được gọi là ""vua pho mát"".",237,Ý
Jack Dorsey là người sáng lập ra mạng xã hội nào,Jack Patrick Dorsey (sinh ngày 19 tháng 11 năm 1976) là một lập trình viên máy tính và doanh nhân người Mỹ. Anh là đồng sáng lập và CEO của trang mạng Twitter.,140,trang mạng Twitter
Thành phố Đà Lạt nằm trên cao nguyên nào,"Thành phố Đà Lạt là tỉnh lỵ của tỉnh Lâm Đồng, nằm trên cao nguyên Lâm Viên, thuộc vùng Tây Nguyên, Việt Nam. Từ xa xưa, vùng đất này vốn là địa bàn cư trú của những cư dân người Lạch, người Chil và người Srê thuộc dân tộc Cơ Ho. Cuối thế kỷ 19, khi tìm kiếm một địa điểm để xây dựng trạm nghỉ dưỡng dành cho người Pháp ở Đông Dương, Toàn quyền Paul Doumer đã quyết định chọn cao nguyên Lâm Viên theo đề nghị của bác sĩ Alexandre Yersin, người từng thám hiểm tới nơi đây vào năm 1893. Trong nửa đầu thế kỷ 20, từ một địa điểm hoang vu, những người Pháp đã quy hoạch và xây dựng lên một thành phố xinh đẹp với những biệt thự, công sở, khách sạn và trường học, một trung tâm du lịch và giáo dục của Đông Dương khi đó. Trải qua những khoảng thời gian thăng trầm của hai cuộc chiến tranh cùng giai đoạn khó khăn những thập niên 1970–1980, Đà Lạt ngày nay là một thành phố đông dân, đô thị loại I trực thuộc tỉnh, giữ vai trò trung tâm chính trị, kinh tế và văn hóa của tỉnh Lâm Đồng.",47,nằm trên cao nguyên Lâm Viên
Công ty nào sản xuất chiếc smartphone chạy hệ điều hành Android đầu tiên trên thế giới,"HTC cũng là một thành viên của Open Handset Alliance - Liên minh thiết bị cầm tay mở rộng, một nhóm các nhà sản xuất thiết bị cầm tay và các nhà khai thác mạng di động tập trung phát triển các thiết bị chạy trên nền tản Android.[4] Điện thoại HTC Dream, bán ra bởi T-Mobile và ở nhiều nước được gọi là T-Mobile G1, là điện thoại đầu tiên trên thị trường sử dụng nền tản Android.",0,HTC
rupiah indonesia là đồng tiền của quốc gia đông nam á nào,"Rupiah ( Rp ) là tiền tệ chính thức của Indonesia . Đồng tiền này được Ngân hàng Indonesia phát hành và kiểm soát , mã tiền tệ ISO 4217 của rupiah Indonesia là IDR .",40,Indonesia
Châu lục nào có ít dân số nhất thế giới,"Theo số liệu năm 2018  của Phòng Dân số Liên Hợp Quốc, với hơn 40 triệu người, châu Đại Dương ít dân số nhất so với các châu lục có dân cư sinh sống trên thế giới",79,châu Đại Dương
Lesotho nằm trọn trong quốc gia nào,"Là quốc gia có diện tích nhỏ bé, bao quanh bởi Nam Phi, kinh tế Lesotho lệ thuộc phần lớn vào Nam Phi. Các công ty của Nam Phi đã thao túng, chi phối gần như toàn bộ nền kinh tế của quốc gia này. Đồng tiền Rand của Nam Phi được lưu hành rộng rãi tại Lesotho song song với đồng Loti và có xung hướng thay thế đồng tiền này.",47,Nam Phi
phú quốc thuộc tỉnh nào,"Hồ tiêu Phú Quốc là một loại gia vị được coi là đặc sản của huyện đảo Phú Quốc thuộc Tỉnh Kiên Giang , Việt Nam .",85,Tỉnh Kiên Giang
hành tinh nhỏ nhất trong hệ mặt trời,"Sao Thuỷ hay Thuỷ tinh là hành tinh nhỏ nhất và gần Mặt Trời nhất trong tám hành tinh thuộc Hệ Mặt Trời , với chu kỳ quỹ đạo bằng khoảng 88 ngày Trái Đất .",0,Sao Thuỷ hay Thuỷ tinh
Hoàng đế duy nhất của triều đại Võ chu là ai,"Sau khi Đường Cao Tông qua đời, Thiên Hậu trải qua các đời Đường Trung Tông Lý Hiển và Đường Duệ Tông Lý Đán với tư cách Hoàng thái hậu, và cuối cùng trở thành Hoàng đế duy nhất của triều đại Võ Chu (690 - 705), trở thành Nữ hoàng duy nhất trong lịch sử Trung Quốc. Võ tắc thiên",266,Võ tắc thiên
thủ đô của cộng hoà síp là thành phố nào,Huyện Nicosia là một trong 6 huyện của Cộng hoà Síp . Thành phố chính của huyện lày thủ đô Nicosia .,6,Nicosia
"Sau khi qua đời, vua Khải Định được an táng tại lăng nào","Lăng Khải Định còn gọi là Ứng Lăng toạ lạc trên triền núi Châu Chữ (còn gọi là Châu Ê) bên ngoài kinh thành Huế là lăng mộ của vua Khải Định, vị vua thứ 12 của triều Nguyễn. Lăng được xây dựng từ năm 1920 ngay sau khi Khải Định lên ngôi. Về kiến trúc lăng Khải Định được người đời sau thường đặt ra ngoài dòng kiến trúc truyền thống thời Nguyễn bởi sự pha trộn kiến trúc Đông Tây Kim Cổ lạ thường, với các tác phẩm nghệ thuật ghép tranh sành sứ độc đáo.",0,Lăng Khải Định
quốc gia nào có hệ thống tàu điện ngầm không người lái dài nhất thế giới được ghi vào sách kỳ lục Guinness năm 2012,"Giao thông . Đường sắt . Hệ thống tàu điện ngầm ở Dubai là mạng lưới xe điện đô thị đầu tiên ở bán đảo Ả Rập . Cho đến năm 2016 , tàu điện ngầm Dubai là mạng lưới tàu điện ngầm không người lái dài nhất thế giới với chiều dài 75 km , được công nhận bởi Sách Kỷ lục Guinness năm 2012 .",50,Dubai
Hồ Ba Bể nằm ở tỉnh thành phố nào,"Ba Bể là một hồ nước ngọt ở Bắc Kạn, Việt Nam. Nó là một trong một trăm hồ nước ngọt lớn nhất thế giới và nằm trong Vườn quốc gia Ba Bể, nơi đây được công nhận là khu du lịch quốc gia Việt Nam.",28,Bắc Kạn
thành phố đà nẵng từng là tỉnh lỵ của tỉnh nào,Đà Nẵng là một thành phố thuộc tỉnh và là tỉnh lỵ tỉnh Quảng Nam - Đà Nẵng cũ trước khi thành lập thành phố Đà Nẵng trực thuộc trung ương hiện nay .,50,tỉnh Quảng Nam
huyện trần văn thời thuộc tỉnh nào,Trần Văn Thời là một nhà cách mạng Việt Nam dưới thời kháng chiến chống Pháp . Tên ông được đặt cho một số địa danh ở tỉnh Cà Mau như : - Huyện Trần Văn Thời .,123,Cà Mau
sau khi từ quan Chu Văn An quy ẩn ở núi Phượng Hoàng thuộc thành phố nào của tỉnh Hải Dương,"Nhưng tờ sớ đã gây chấn động dư luận . Do "" Thất trảm sớ "" không được thực hiện , Chu Văn An đã lui về ở ẩn tại tại núi Phượng Hoàng , Chí Linh , Hải Dương .",135,Chí Linh
Protein được cấu tạo từ các đơn phân là gì,Protein (Protid hay Đạm) là những đại phân tử được cấu tạo theo nguyên tắc đa phân mà các đơn phân là axit amin. Chúng kết hợp với nhau thành một mạch dài nhờ các liên kết peptide (gọi là chuỗi polypeptide). Các chuỗi này có thể xoắn cuộn hoặc gấp theo nhiều cách để tạo thành các bậc cấu trúc không gian khác nhau của protein.,102,axit amin
Quốc gia nào xuất khẩu dầu mỏ lớn nhất thế giới,"Dầu mỏ được phát hiện vào ngày 3 tháng 3 năm 1938 , sau đó có một số phát hiện khác tại vùng Đông . Ả Rập Xê Út từ đó trở thành quốc gia sản xuất và xuất khẩu dầu lớn nhất thế giới , có trữ lượng dầu mỏ lớn thứ nhì và trữ lượng khí đốt lớn thứ sáu thế giới .",100,Ả Rập Xê Út
Người đầu tiên đi bộ ngoài vũ trụ là ai,"Lịch sử . Sau chiến tranh . - Ngày 18 Tháng 3 năm 1965 , phi hành gia Alexei Leonov bước ra khỏi tàu vũ trụ Voskhod 2 , trở thành người đầu tiên đi bộ ngoài không gian vũ trụ .",70,Alexei Leonov
Quốc ca nước Việt Nam được sáng tác vào thời gian nào,"Tiến quân ca là một bài hát do nhạc sĩ Văn Cao (1923–1995) sáng tác vào năm 1944 và được sử dụng làm quốc ca của nước Cộng hòa Xã hội Chủ nghĩa Việt Nam kể từ năm 1976. Trước đó, Tiến quân ca là quốc ca của nước Việt Nam Dân chủ Cộng hòa từ năm 1945 đến năm 1976.",72,năm 1944
Dòng họ có nhiều người đỗ đạt nhất ở làng Hành Thiện,"Các dòng họ lớn ở làng . Có ba dòng họ Đặng lớn ở làng Hành Thiện là Đặng Xuân , Đặng Vũ và Đặng Đức . Trong đó dòng họ Đặng Xuân có nhiều người đỗ đạt nhất , khởi đầu là tiến sĩ Đặng Xuân Bảng ( 1828-1910 ) .",69,Đặng Xuân
tỉnh cao bằng có khu di tích lịch sử cách mạng quốc gia-đặc biệt nổi tiếng nào,"Khu di tích Pác Bó là một khu di tích lịch sử cách mạng quốc gia - đặc biệt của Việt Nam , thuộc bản Pác Bó , xã Trường Hà , huyện Hà Quảng , tỉnh Cao Bằng , cách trung tâm thành phố Cao Bằng 52 km về phía Bắc , là điểm đầu của đường Hồ Chí Minh .",0,Khu di tích Pác Bó
Vị giáo sư nào vừa là một nhà y khoa danh tiếng tại Việt Nam cũng vừa là một tướng lĩnh Quân đội nhân dân Việt Nam ,Giáo sư Nguyễn Thúc Mậu là một nhà y khoa danh tiếng tại Việt Nam . Ông cũng là một tướng lĩnh Quân đội nhân dân Việt Nam với quân hàm Thiếu tướng quân y .,8,Nguyễn Thúc Mậu
nhà Hồ được thành lập vào năm nào,"Năm 1400 , Lê Quý Ly lật đổ Trần Thiếu Đế , đổi tên là Hồ Quý Ly , lập ra nhà Hồ .",0,Năm 1400
Sơn La nằm ở đâu,"Nằm cách Hà Nội 320  km trên trục Quốc lộ 6 Hà Nội - Sơn La - Điện Biên , Sơn La là một tỉnh nằm sâu trong nội địa . Tỉnh này có 3 cửa khẩu với Lào là Chiềng Khương và cửa khẩu quốc tế Pa Háng , cửa khẩu quốc gia Nà Cài .",0,"Nằm cách Hà Nội 320  km trên trục Quốc lộ 6 Hà Nội - Sơn La - Điện Biên , Sơn La là một tỉnh nằm sâu trong nội địa"
tháp truyền thanh Berlin mô phỏng tháp eiffel được xây dựng tại nước nào,"Chiều cao của công trình biểu tượng . Công trình nổi tiếng . Ở Đức , tháp truyền thanh Berlin , kiến trúc mô phỏng tháp Eiffel , được xây dựng từ 1924 tới 1926 bằng chất liệu thép , cao 150 mét .",63,Đức
Nước nào ở khu vực Đông Nam Á không giáp với biển,"Danh sách các quốc gia Đông Nam Á theo chiều dài bờ biển là một bảng thống kê được thiết lập dựa trên dữ liệu cập nhật từ nguồn: CIA Facbook của Mỹ (chiều dài bờ biển) và Liên Hiệp Quốc (tổng diện tích). Danh sách có sự hiện diện của 11 quốc gia Đông Nam Á, trong đó riêng CHDCND Lào nằm hoàn toàn trong nội địa, không có đường bờ biển nào. Indonesia là quốc gia có đường bờ biển dài nhất khu vực, với 54.716 km, kế tiếp là Philipines. Quốc gia có chiều dài bờ biển ngắn nhất là quốc đảo Singapore, tuy có bờ biển ngắn nhất khu vực, nhưng do diện tích nhỏ nên Singapore lại trở thành quốc gia có tỉ lệ bờ biển trên diện tích có ưu thế nhất khu vực, với 4 km2 diện tích thì có 1 km bờ biển.",273,CHDCND Lào
Tỉnh lỵ của Đắk Lắk hiện nay là thành phố nào,"Tỉnh lỵ của Đắk Lắk là thành phố Buôn Ma Thuột, nằm cách Hà Nội 1.410 km",23,thành phố Buôn Ma Thuột
Á vận hội đầu tiên được tổ chức ở quốc gia nào,"Tháng 2 năm 1949, Liên đoàn đại hội thể thao châu Á (AGF) thành lập và thống nhất đại hội sẽ được tổ chức mỗi bốn năm một lần tại các quốc gia khác nhau. Kì ASIAD đầu tiên được tổ chức tại New Delhi, Ấn Độ từ ngày 4 đến ngày 12 tháng 3 năm 1951.",200,Ấn Độ
